SN,Image Name,Dog ( % prediction),Cat ( % prediction),Binary Classification
264,264,49.54496026,50.4550457,0
265,265,95.04367709,4.956328496,1
266,266,27.34296322,72.65703678,0
267,267,0.0114239,99.98857975,0
268,268,0.198059599,99.80194569,0
269,269,99.76556301,0.234440132,1
270,270,99.7287631,0.271233707,1
271,271,99.64215755,0.357841467,1
272,272,2.40445938,97.59554267,0
273,273,99.67175126,0.328251161,1
274,274,0.168216554,99.83178377,0
275,275,92.34905839,7.650939375,1
276,276,98.53996634,1.460035704,1
277,277,99.38295484,0.617042696,1
278,278,3.946110234,96.05388641,0
279,279,1.279637963,98.72036576,0
280,280,99.51275587,0.487245061,1
281,281,56.75234795,43.24764907,1
282,282,99.61950779,0.380498217,1
283,283,3.702665865,96.29733562,0
284,284,99.76613522,0.233867229,1
285,285,0.149531208,99.85047579,0
286,286,99.98328686,0.01671077,1
287,287,15.13661444,84.86338258,0
288,288,92.81917214,7.180830836,1
289,289,99.81812239,0.181884598,1
290,290,0.136508187,99.86348748,0
291,291,0.064252777,99.93575215,0
292,292,99.32771325,0.672281068,1
293,293,84.98649597,15.01350403,1
294,294,90.92996716,9.07002762,1
295,295,93.9317286,6.068272516,1
296,296,99.91694689,0.083053514,1
297,297,99.94871616,0.051284127,1
298,298,99.21861887,0.781377405,1
299,299,99.98114705,0.018859397,1
300,300,0.04591271,99.9540925,0
301,301,27.89186537,72.10813165,0
302,302,1.191483065,98.80851507,0
303,303,0.029203919,99.97078776,0
304,304,0.091453089,99.90854263,0
305,305,7.620310783,92.37968922,0
306,306,98.96036386,1.03963716,1
307,307,94.45149899,5.548502132,1
308,308,0.05657791,99.94341731,0
309,309,0.007953546,99.99204874,0
310,310,3.998790681,96.00121379,0
311,311,0.06960787,99.9303937,0
312,312,6.174806505,93.82519126,0
313,313,2.524935082,97.47506976,0
314,314,97.48892188,2.51107607,1
315,315,99.95113611,0.048859289,1
316,316,34.62745845,65.37253857,0
317,317,76.00913048,23.99086356,1
318,318,75.26617646,24.73382205,1
319,319,99.8036921,0.196311204,1
320,320,13.89931291,86.1006856,0
321,321,22.66634405,77.33365297,0
322,322,99.49375391,0.506246928,1
323,323,16.78180099,83.21819305,0
324,324,4.454867169,95.54512501,0
325,325,97.43193388,2.568059787,1
326,326,98.84455204,1.155442372,1
327,327,97.95250893,2.04748828,1
328,328,72.01038003,27.98961997,1
329,329,0.401456375,99.59854484,0
330,330,97.78662324,2.21337676,1
331,331,47.65714407,52.34286189,0
332,332,99.08795357,0.912048202,1
333,333,95.88957429,4.110426083,1
334,334,1.404423453,98.59557152,0
335,335,7.536512613,92.46349335,0
336,336,34.41080451,65.58920145,0
337,337,99.9900341,0.009964599,1
338,338,0.012115783,99.98788834,0
339,339,59.11342502,40.88656902,1
340,340,12.79205978,87.2079432,0
341,341,1.370168291,98.62982631,0
342,342,36.42818034,63.57181668,0
343,343,78.45585346,21.54414803,1
344,344,91.63096547,8.369033039,1
345,345,62.3431325,37.65686154,1
346,346,99.11395907,0.886040181,1
347,347,89.92475271,10.07524654,1
348,348,99.50974584,0.490253884,1
349,349,61.71568632,38.2843107,1
350,350,99.68384504,0.316150067,1
351,351,2.613209188,97.38678932,0
352,352,99.91876483,0.081239798,1
353,353,79.43305969,20.56694031,1
354,354,97.47949839,2.520502359,1
355,355,88.19549084,11.80450842,1
356,356,99.83212352,0.167876168,1
357,357,11.29881144,88.70118856,0
358,358,99.90285635,0.097146921,1
359,359,31.85168803,68.14831495,0
360,360,11.96511537,88.03488016,0
361,361,56.6372931,43.3627069,1
362,362,5.839920416,94.16008592,0
363,363,99.99941587,0.000586489,1
364,364,0.176943792,99.82306361,0
365,365,85.50047278,14.4995302,1
366,366,74.16189909,25.83809793,1
367,367,99.78969097,0.210312684,1
368,368,98.409307,1.590699703,1
369,369,97.78564572,2.214358933,1
370,370,73.56211543,26.43788457,1
371,371,99.82977509,0.170222239,1
372,372,0.377774006,99.62222576,0
373,373,96.54659033,3.453404456,1
374,374,96.97782397,3.022179194,1
375,375,99.82220531,0.17779005,1
376,376,62.84456253,37.15543151,1
377,377,97.93183804,2.068158425,1
378,378,2.101472206,97.89853096,0
379,379,99.99756813,0.002429929,1
380,380,45.38612962,54.61387038,0
381,381,99.969697,0.030311238,1
382,382,4.345525801,95.65446973,0
383,383,99.98786449,0.01213486,1
384,384,99.99997616,2.50E-05,1
385,385,98.57595563,1.424039248,1
386,386,36.44209504,63.55791092,0
387,387,1.733919606,98.266083,0
388,388,3.392796591,96.60720229,0
389,389,90.38220048,9.61779505,1
390,390,57.60300159,42.39699244,1
391,391,17.54954606,82.45045543,0
392,392,21.00652307,78.99347544,0
393,393,20.34533024,79.65466976,0
394,394,99.82007742,0.179915759,1
395,395,91.37794971,8.622052521,1
396,396,86.26353741,13.73645812,1
397,397,99.66478944,0.335208583,1
398,398,0.637101289,99.36289191,0
399,399,99.99707937,0.002916743,1
400,400,96.24609947,3.75389643,1
401,401,97.85429239,2.145705558,1
402,402,11.57409996,88.42589855,0
403,403,99.98688698,0.013106428,1
404,404,0.665006833,99.33499694,0
405,405,88.55056763,11.44943535,1
406,406,93.14715266,6.852850318,1
407,407,6.621046364,93.37895513,0
408,408,12.71642894,87.28356957,0
409,409,6.647650898,93.35234165,0
410,410,0.272162049,99.72783923,0
411,411,93.87916923,6.120829657,1
412,412,99.87952709,0.12046753,1
413,413,99.99262094,0.007372957,1
414,414,0.004361666,99.99563694,0
415,415,99.94899035,0.051012932,1
416,416,0.507813832,99.49218631,0
417,417,54.52824831,45.47174871,1
418,418,99.99318123,0.006821856,1
419,419,92.11662412,7.883376628,1
420,420,99.8723805,0.127620646,1
421,421,99.95519519,0.044808106,1
422,422,99.90203381,0.097963901,1
423,423,99.85525012,0.144748518,1
424,424,99.96887445,0.031128048,1
425,425,99.13116693,0.868836325,1
426,426,60.50534248,39.49465454,1
427,427,96.09793425,3.902065754,1
428,428,75.1326263,24.86737669,1
429,429,99.58782196,0.412170915,1
430,430,98.37332368,1.62667688,1
431,431,95.79011798,4.209884256,1
432,432,3.206077591,96.79392576,0
433,433,99.96882677,0.031172833,1
434,434,93.7861681,6.213834882,1
435,435,99.99408722,0.005915865,1
436,436,56.31865263,43.68134737,1
437,437,0.292373472,99.7076273,0
438,438,93.36813688,6.631862372,1
439,439,99.851197,0.14880338,1
440,440,81.76673651,18.23326647,1
441,441,0.037847948,99.96215105,0
442,442,2.472791448,97.5272119,0
443,443,99.91932511,0.080669642,1
444,444,90.86119533,9.138807654,1
445,445,65.85814357,34.14185643,1
446,446,67.96321273,32.03678429,1
447,447,3.584218398,96.41578197,0
448,448,0.107858295,99.89213943,0
449,449,10.65477207,89.34522271,0
450,450,99.92833734,0.071667548,1
451,451,7.756280154,92.2437191,0
452,452,72.55187035,27.44813263,1
453,453,96.61633372,3.383663669,1
454,454,0.167511695,99.83249307,0
455,455,70.7469523,29.2530477,1
456,456,4.279015213,95.72098255,0
457,457,96.3639915,3.636009619,1
458,458,0.228998647,99.77099895,0
459,459,99.35585856,0.644141529,1
460,460,96.74091339,3.259089589,1
461,461,94.64387298,5.356130376,1
462,462,16.93243831,83.06756616,0
463,463,90.53713679,9.462866932,1
464,464,43.3123678,56.68762922,0
465,465,0.360996905,99.63900447,0
466,466,99.93535876,0.064640713,1
467,467,99.54291582,0.45708348,1
468,468,1.891584136,98.1084168,0
469,469,96.81942463,3.180576861,1
470,470,99.32592511,0.674072281,1
471,471,0.556251593,99.44374561,0
472,472,99.98631477,0.01367746,1
473,473,99.93952513,0.060479849,1
474,474,46.69958055,53.30042243,0
475,475,97.14870453,2.851294354,1
476,476,0.070002064,99.93000031,0
477,477,2.055511251,97.9444921,0
478,478,3.100602888,96.89939618,0
479,479,99.92874265,0.071254704,1
480,480,99.26810861,0.731891533,1
481,481,99.99637604,0.003625519,1
482,482,93.2066083,6.79339394,1
483,483,98.59630466,1.403693948,1
484,484,32.03168809,67.96830893,0
485,485,99.93348718,0.066507322,1
486,486,99.86093044,0.139066984,1
487,487,62.016958,37.983042,1
488,488,0.007444987,99.99254942,0
489,489,79.10245657,20.8975479,1
490,490,99.98087287,0.019124409,1
491,491,99.97524619,0.024756455,1
492,492,86.79453731,13.20546418,1
493,493,3.084826283,96.91517353,0
494,494,1.352995355,98.64700437,0
495,495,94.63167787,5.368324742,1
496,496,93.74517798,6.254826486,1
497,497,23.53603691,76.46396756,0
498,498,94.95056272,5.049434304,1
499,499,99.985075,0.014927397,1
500,500,20.45608461,79.54391241,0
501,501,93.9158082,6.084194779,1
502,502,0.34829129,99.65170622,0
503,503,99.99759197,0.002402337,1
504,504,0.390900066,99.60909486,0
505,505,16.46757424,83.53242874,0
506,506,0.002727065,99.99727011,0
507,507,99.99986887,0.000131468,1
508,508,97.83251882,2.167484909,1
509,509,99.89106655,0.108931796,1
510,510,70.7457304,29.2542696,1
511,511,99.21317697,0.786820054,1
512,512,0.015915543,99.98408556,0
513,513,88.70369196,11.2963073,1
514,514,1.374709141,98.62529635,0
515,515,99.42377806,0.576215005,1
516,516,99.9977231,0.002279824,1
517,517,99.99951124,0.000482955,1
518,518,86.11459732,13.88540268,1
519,519,0.036403193,99.96359348,0
520,520,0.073939638,99.92606044,0
521,521,99.83539581,0.164610764,1
522,522,0.546768215,99.45323467,0
523,523,99.99169111,0.008311822,1
524,524,12.40871102,87.59129047,0
525,525,48.06607366,51.93392634,0
526,526,17.57076234,82.42924213,0
527,527,91.41002297,8.589981496,1
528,528,99.93145466,0.068540114,1
529,529,1.55478958,98.44521284,0
530,530,9.722974896,90.27702808,0
531,531,99.45616126,0.543834362,1
532,532,84.16722417,15.83277434,1
533,533,6.921119988,93.07888746,0
534,534,99.3704617,0.629531918,1
535,535,16.36855304,83.63144994,0
536,536,41.73880816,58.26119184,0
537,537,76.30038261,23.69962037,1
538,538,1.114175469,98.8858223,0
539,539,2.827646956,97.17234969,0
540,540,99.97406602,0.025929417,1
541,541,0.639598304,99.36040044,0
542,542,99.88133907,0.118657202,1
543,543,0.004176408,99.99582767,0
544,544,76.05605125,23.94395322,1
545,545,99.99777079,0.00223384,1
546,546,15.95965624,84.04034376,0
547,547,99.64453578,0.355461962,1
548,548,67.61811972,32.38188028,1
549,549,5.586832017,94.41316724,0
550,550,2.401342988,97.59865403,0
551,551,49.99463856,50.00536442,0
552,552,99.27816987,0.721834973,1
553,553,47.38566577,52.61433721,0
554,554,89.32088017,10.67911908,1
555,555,99.9350369,0.064965081,1
556,556,1.429279242,98.57072234,0
557,557,97.99449444,2.005507238,1
558,558,99.28620458,0.713790022,1
559,559,99.98655319,0.013449272,1
560,560,99.92657304,0.073429989,1
561,561,1.406991668,98.59301448,0
562,562,0.181560055,99.81843829,0
563,563,5.153619125,94.8463738,0
564,564,0.021220643,99.97878671,0
565,565,97.54963517,2.450364642,1
566,566,1.409350242,98.59064817,0
567,567,21.51830345,78.48169804,0
568,568,91.43449068,8.565511554,1
569,569,94.3513751,5.648626015,1
570,570,0.014621,99.98537302,0
571,571,81.63974881,18.36025119,1
572,572,99.93553758,0.064460462,1
573,573,94.94689107,5.053111911,1
574,574,99.87972975,0.120268494,1
575,575,37.95942664,62.04057336,0
576,576,46.72403634,53.27596068,0
577,577,1.943477243,98.05652499,0
578,578,0.724654784,99.27534461,0
579,579,2.786871232,97.21312523,0
580,580,1.4508944,98.54910374,0
581,581,99.99986887,0.000130604,1
582,582,98.8125205,1.187476516,1
583,583,19.69858557,80.30140996,0
584,584,87.53179908,12.46820465,1
585,585,98.51123691,1.488760952,1
586,586,39.12350237,60.87650061,0
587,587,1.544236206,98.45576286,0
588,588,41.14792943,58.85207057,0
589,589,49.93379116,50.06620884,0
590,590,99.84343648,0.156564056,1
591,591,99.48810339,0.511899637,1
592,592,4.579356685,95.42064071,0
593,593,99.81185794,0.18813404,1
594,594,99.63177443,0.368221919,1
595,595,94.47126389,5.528738722,1
596,596,16.20635241,83.7936461,0
597,597,46.88754976,53.11244726,0
598,598,84.11918283,15.88082016,1
599,599,0.031326502,99.9686718,0
600,600,66.17498398,33.825019,1
601,601,95.7429111,4.257084057,1
602,602,49.04472828,50.95527172,0
603,603,0.562759815,99.43723679,0
604,604,74.09612536,25.90387464,1
605,605,0.045849971,99.95415211,0
606,606,45.03376186,54.96624112,0
607,607,97.26240039,2.737597004,1
608,608,84.99068618,15.00931233,1
609,609,23.35182726,76.64816976,0
610,610,99.72155094,0.278441794,1
611,611,11.80159226,88.19841146,0
612,612,99.69960451,0.300392439,1
613,613,5.310897157,94.68910098,0
614,614,0.262135128,99.73787069,0
615,615,1.030803658,98.96919131,0
616,616,99.27887321,0.721127586,1
617,617,99.99206066,0.007944481,1
618,618,34.36994255,65.63005447,0
619,619,87.18936443,12.81063706,1
620,620,90.00666142,9.99333635,1
621,621,0.859463029,99.14053679,0
622,622,7.1820274,92.81797409,0
623,623,7.537402958,92.46259332,0
624,624,0.018501218,99.98150468,0
625,625,79.20713425,20.79286575,1
626,626,99.94713664,0.052860484,1
627,627,0.228067767,99.77193475,0
628,628,20.57760954,79.42239046,0
629,629,96.59013748,3.409859538,1
630,630,99.99728203,0.002716286,1
631,631,99.78145361,0.21854057,1
632,632,99.9658823,0.034115545,1
633,633,99.99610186,0.003896591,1
634,634,0.1487865,99.85120893,0
635,635,92.46299267,7.537010312,1
636,636,93.73514056,6.264858693,1
637,637,99.98885393,0.011140783,1
638,638,4.315969348,95.68402767,0
639,639,14.56562132,85.43438315,0
640,640,2.80242525,97.19758034,0
641,641,89.83790278,10.16209796,1
642,642,2.15390455,97.84609675,0
643,643,99.91533756,0.084660196,1
644,644,99.97797608,0.02202934,1
645,645,18.15149635,81.84850216,0
646,646,12.53255159,87.4674499,0
647,647,43.33613813,56.66385889,0
648,648,0.175825635,99.82417822,0
649,649,81.75973296,18.240273,1
650,650,99.99791384,0.002087795,1
651,651,89.05225992,10.94773784,1
652,652,99.63296056,0.367035111,1
653,653,1.802577823,98.19741845,0
654,654,99.98044372,0.019553163,1
655,655,88.54378462,11.45621464,1
656,656,99.15340543,0.846596807,1
657,657,99.99974966,0.000249119,1
658,658,99.9322176,0.067781011,1
659,659,43.76473725,56.23526573,0
660,660,0.105624809,99.89437461,0
661,661,99.9999404,6.29E-05,1
662,662,0.249647861,99.75035787,0
663,663,0.431986107,99.56800938,0
664,664,2.094141021,97.90585637,0
665,665,5.543133616,94.4568634,0
666,666,78.53440642,21.4655906,1
667,667,96.73630595,3.263687715,1
668,668,99.4076848,0.592308957,1
669,669,99.97562766,0.024369895,1
670,670,99.51241612,0.487585505,1
671,671,0.059449807,99.94055033,0
672,672,91.76343679,8.236564696,1
673,673,2.339473367,97.66052961,0
674,674,1.11023169,98.88976216,0
675,675,62.90832162,37.0916754,1
676,676,99.51135516,0.488650007,1
677,677,16.8369934,83.16301107,0
678,678,51.78037286,48.21962416,1
679,679,99.85217452,0.147832511,1
680,680,3.238965198,96.76103592,0
681,681,99.69094396,0.309060561,1
682,682,4.903313145,95.0966835,0
683,683,1.385419257,98.61457944,0
684,684,65.49415588,34.50584114,1
685,685,98.45721722,1.542781107,1
686,686,97.21183181,2.788173221,1
687,687,28.29547524,71.70452476,0
688,688,99.99998808,8.23E-06,1
689,689,18.057549,81.94245696,0
690,690,97.53563404,2.464360744,1
691,691,99.45874214,0.541254366,1
692,692,39.79178071,60.20821929,0
693,693,73.2193172,26.78068876,1
694,694,35.40852368,64.5914793,0
695,695,99.98905659,0.010936581,1
696,696,3.023450263,96.97654843,0
697,697,84.42635536,15.57364464,1
698,698,1.083568949,98.91642928,0
699,699,11.77064106,88.2293582,0
700,700,96.3295579,3.670441359,1
701,701,2.930003963,97.06999063,0
702,702,2.632159181,97.36784697,0
703,703,0.390315428,99.6096909,0
704,704,1.761762239,98.23823571,0
705,705,99.05059934,0.949405041,1
706,706,83.2695961,16.73040539,1
707,707,99.55587387,0.444123708,1
708,708,99.99722242,0.002783236,1
709,709,99.02963042,0.970373396,1
710,710,99.00482893,0.995164737,1
711,711,81.52951598,18.47047657,1
712,712,98.91408682,1.085915789,1
713,713,99.99257326,0.00742093,1
714,714,0.817486644,99.18251038,0
715,715,99.93026257,0.069737481,1
716,716,84.3173027,15.68269581,1
717,717,9.204569459,90.79543352,0
718,718,99.99588728,0.004113183,1
719,719,98.26900959,1.730992272,1
720,720,0.299227261,99.70077872,0
721,721,1.323918253,98.67608547,0
722,722,2.816840447,97.18315601,0
723,723,99.77009892,0.229896349,1
724,724,80.270648,19.72934902,1
725,725,99.99998808,6.19E-06,1
726,726,3.970401734,96.02959752,0
727,727,99.20999408,0.790004246,1
728,728,0.285022915,99.71497655,0
729,729,3.248380497,96.75161839,0
730,730,99.98985529,0.010140514,1
731,731,94.28213835,5.717867613,1
732,732,98.57261181,1.427394152,1
733,733,8.5924007,91.40760303,0
734,734,5.884268507,94.1157341,0
735,735,99.99984503,0.000154913,1
736,736,91.46481752,8.535179496,1
737,737,0.007522352,99.99247789,0
738,738,99.97156262,0.028436419,1
739,739,65.26669264,34.7333014,1
740,740,43.26457381,56.73542023,0
741,741,6.257357448,93.74263883,0
742,742,91.42533541,8.574669063,1
743,743,77.15653777,22.84345776,1
744,744,86.45243049,13.54757547,1
745,745,99.13241863,0.867578946,1
746,746,99.93780851,0.062182819,1
747,747,99.67961907,0.320380321,1
748,748,15.31768888,84.68231559,0
749,749,2.912373096,97.08762765,0
750,750,99.97903705,0.020967548,1
751,751,41.14835858,58.85164142,0
752,752,99.97168183,0.028312384,1
753,753,0.765139377,99.2348671,0
754,754,3.13340649,96.86658978,0
755,755,2.921612561,97.07839489,0
756,756,0.059961207,99.94003773,0
757,757,94.27881241,5.721183866,1
758,758,0.023256993,99.97674823,0
759,759,4.195483774,95.80451846,0
760,760,99.51908588,0.480914069,1
761,761,99.36420321,0.635799812,1
762,762,4.854879156,95.14511824,0
763,763,92.85464287,7.145361602,1
764,764,36.85829937,63.14169765,0
765,765,99.7302413,0.269750855,1
766,766,99.98273253,0.017272911,1
767,767,99.97546077,0.024541395,1
768,768,78.47254276,21.52745873,1
769,769,82.63900876,17.36098826,1
770,770,83.03799033,16.96200818,1
771,771,1.868109219,98.13188314,0
772,772,88.52193952,11.47806644,1
773,773,77.61650085,22.38350064,1
774,774,95.22162676,4.778378829,1
